Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode851,Electrical Components,Fuses & Circuit Breakers,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Electrical Specs Not Met-Replace Component-1hr
FaultCode852,Electrical Components,Fuses & Circuit Breakers,Fuse Block Defective-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Fuse Block Defective-Replace Component-1hr
FaultCode853,Electrical Components,Fuses & Circuit Breakers,Grounding Block Defective-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Grounding Block Defective-Replace Component-1hr
FaultCode854,Electrical Components,Fuses & Circuit Breakers,Housing Damaged-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Housing Damaged-Replace Component-1hr
FaultCode855,Electrical Components,Fuses & Circuit Breakers,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Intermittent Operations-Replace Component-1hr
FaultCode856,Electrical Components,Fuses & Circuit Breakers,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Leads corroded/broken-Replace Component-1hr
FaultCode857,Electrical Components,Fuses & Circuit Breakers,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Mis-manufactured-Replace Component-1hr
FaultCode858,Electrical Components,Fuses & Circuit Breakers,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Other - Fill in Comments-Replace Component-1hr
FaultCode859,Electrical Components,Fuses & Circuit Breakers,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Fuses & Circuit Breakers-Shipment Damage-Replace Component-0hr
FaultCode860,Electrical Components,Micro Switches,Factory Wiring Loose-Repair Wiring-1hr,Active,Electrical Components-Micro Switches-Factory Wiring Loose-Repair Wiring-1hr
FaultCode861,Electrical Components,Micro Switches,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Micro Switches-Mis-manufactured-Replace Component-1hr
FaultCode862,Electrical Components,Micro Switches,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Micro Switches-Other - Fill in Comments-Replace Component-1hr
FaultCode863,Electrical Components,Micro Switches,Run Microswitch Fails Open-Replace Component-1hr,Active,Electrical Components-Micro Switches-Run Microswitch Fails Open-Replace Component-1hr
FaultCode864,Electrical Components,Micro Switches,Safety Microswitch Fails Closed-Replace Component-1hr,Active,Electrical Components-Micro Switches-Safety Microswitch Fails Closed-Replace Component-1hr
FaultCode865,Electrical Components,Micro Switches,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Micro Switches-Shipment Damage-Replace Component-0hr
FaultCode866,Electrical Components,Micro Switches,Tower Ahead Forward-Replace Component-1hr,Active,Electrical Components-Micro Switches-Tower Ahead Forward-Replace Component-1hr
FaultCode867,Electrical Components,Micro Switches,Tower Ahead Reverse-Replace Component-1hr,Active,Electrical Components-Micro Switches-Tower Ahead Reverse-Replace Component-1hr
FaultCode868,Electrical Components,Micro Switches,Tower Behind Forward-Replace Component-1hr,Active,Electrical Components-Micro Switches-Tower Behind Forward-Replace Component-1hr
FaultCode869,Electrical Components,Micro Switches,Tower Behind Reverse-Replace Component-1hr,Active,Electrical Components-Micro Switches-Tower Behind Reverse-Replace Component-1hr
FaultCode870,Electrical Components,Percent Timers,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Percent Timers-Electrical Specs Not Met-Replace Component-1hr
FaultCode871,Electrical Components,Percent Timers,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Electrical Components-Percent Timers-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode872,Electrical Components,Percent Timers,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Percent Timers-Mis-manufactured-Replace Component-1hr
FaultCode873,Electrical Components,Percent Timers,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Percent Timers-Other - Fill in Comments-Replace Component-1hr
FaultCode874,Electrical Components,Percent Timers,OW Timer Doesn't Break Safety-Replace Component-1hr,Active,Electrical Components-Percent Timers-OW Timer Doesn't Break Safety-Replace Component-1hr
FaultCode875,Electrical Components,Percent Timers,OW Timer Doesn't Hold Safety-Replace Component-1hr,Active,Electrical Components-Percent Timers-OW Timer Doesn't Hold Safety-Replace Component-1hr
FaultCode876,Electrical Components,Percent Timers,Percent timer runs at 100% at all times-Replace Component-1hr,Active,Electrical Components-Percent Timers-Percent timer runs at 100% at all times-Replace Component-1hr
FaultCode877,Electrical Components,Percent Timers,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Percent Timers-Shipment Damage-Replace Component-0hr
FaultCode878,Electrical Components,Power Supply,12 Volt Power Supply-Replace Component-1hr,Active,Electrical Components-Power Supply-12 Volt Power Supply-Replace Component-1hr
FaultCode879,Electrical Components,Power Supply,5 Volt Power Supply-Replace Component-1hr,Active,Electrical Components-Power Supply-5 Volt Power Supply-Replace Component-1hr
FaultCode880,Electrical Components,Power Supply,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Power Supply-Mis-manufactured-Replace Component-1hr
FaultCode881,Electrical Components,Power Supply,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Power Supply-Other - Fill in Comments-Replace Component-1hr
FaultCode882,Electrical Components,Power Supply,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Power Supply-Shipment Damage-Replace Component-0hr
FaultCode883,Electrical Components,Pressure Switches,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Electrical Component Failure-Replace Component-1hr
FaultCode884,Electrical Components,Pressure Switches,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Electrical Specs Not Met-Replace Component-1hr
FaultCode885,Electrical Components,Pressure Switches,Low Pressure Switch Fails Closed-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Low Pressure Switch Fails Closed-Replace Component-1hr
FaultCode886,Electrical Components,Pressure Switches,Low Pressure Switch Fails Open-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Low Pressure Switch Fails Open-Replace Component-1hr
FaultCode887,Electrical Components,Pressure Switches,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Mis-manufactured-Replace Component-1hr
FaultCode888,Electrical Components,Pressure Switches,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Other - Fill in Comments-Replace Component-1hr
FaultCode889,Electrical Components,Pressure Switches,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Pressure Switches-Shipment Damage-Replace Component-0hr
FaultCode890,Electrical Components,Pressure Switches,Switch Failure-Replace Component-1hr,Active,Electrical Components-Pressure Switches-Switch Failure-Replace Component-1hr
FaultCode891,Electrical Components,Pressure Transducers,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Pressure Transducers-Calibration changed/out of spec-Replace Component-1hr
FaultCode892,Electrical Components,Pressure Transducers,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Pressure Transducers-Leads corroded/broken-Replace Component-1hr
FaultCode893,Electrical Components,Pressure Transducers,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Pressure Transducers-Mis-manufactured-Replace Component-1hr
FaultCode894,Electrical Components,Pressure Transducers,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Pressure Transducers-Other - Fill in Comments-Replace Component-1hr
FaultCode895,Electrical Components,Pressure Transducers,Pressure Reading Incorrect-Replace Component-1hr,Active,Electrical Components-Pressure Transducers-Pressure Reading Incorrect-Replace Component-1hr
FaultCode896,Electrical Components,Pressure Transducers,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Pressure Transducers-Shipment Damage-Replace Component-0hr
FaultCode897,Electrical Components,Relays,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Relays-Calibration changed/out of spec-Replace Component-1hr
FaultCode898,Electrical Components,Relays,Coil Failure-Replace Component-1hr,Active,Electrical Components-Relays-Coil Failure-Replace Component-1hr
FaultCode899,Electrical Components,Relays,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Relays-Contact Points Burned-Replace Component-1hr
FaultCode900,Electrical Components,Relays,Contact Points Damaged-Replace Component-1hr,Active,Electrical Components-Relays-Contact Points Damaged-Replace Component-1hr
FaultCode901,Electrical Components,Relays,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Relays-Electrical Component Failure-Replace Component-1hr
FaultCode902,Electrical Components,Relays,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Relays-Electrical Specs Not Met-Replace Component-1hr
FaultCode903,Electrical Components,Relays,Factory Wiring Incorrect-Replace Component-1hr,Active,Electrical Components-Relays-Factory Wiring Incorrect-Replace Component-1hr
FaultCode904,Electrical Components,Relays,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Electrical Components-Relays-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode905,Electrical Components,Relays,Factory Wiring Loose-Repair Wiring-1hr,Active,Electrical Components-Relays-Factory Wiring Loose-Repair Wiring-1hr
FaultCode906,Electrical Components,Relays,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Relays-Intermittent Operations-Replace Component-1hr
FaultCode907,Electrical Components,Relays,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Relays-Mis-manufactured-Replace Component-1hr
FaultCode908,Electrical Components,Relays,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Relays-Other - Fill in Comments-Replace Component-1hr
FaultCode909,Electrical Components,Relays,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Relays-Shipment Damage-Replace Component-0hr
FaultCode910,Electrical Components,Solenoids,Coil Failure-Replace Component-1hr,Active,Electrical Components-Solenoids-Coil Failure-Replace Component-1hr
FaultCode911,Electrical Components,Solenoids,Leaking-Replace Component-1hr,Active,Electrical Components-Solenoids-Leaking-Replace Component-1hr
FaultCode912,Electrical Components,Solenoids,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Solenoids-Other - Fill in Comments-Replace Component-1hr
FaultCode913,Electrical Components,Solenoids,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Solenoids-Shipment Damage-Replace Component-0hr
FaultCode914,Electrical Components,Solenoids,Won't close-Replace Component-1hr,Active,Electrical Components-Solenoids-Won't close-Replace Component-1hr
FaultCode915,Electrical Components,Speciality Cables,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Speciality Cables-Other - Fill in Comments-Replace Component-1hr
FaultCode916,Electrical Components,Speciality Cables,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Speciality Cables-Shipment Damage-Replace Component-0hr
FaultCode917,Electrical Components,Speciality Cables,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Speciality Cables-Mis-manufactured-Replace Component-1hr
FaultCode918,Electrical Components,Switches,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Switches-Calibration changed/out of spec-Replace Component-1hr
FaultCode919,Electrical Components,Switches,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Switches-Contact Points Burned-Replace Component-1hr
FaultCode920,Electrical Components,Switches,Contact Points Damaged-Replace Component-1hr,Active,Electrical Components-Switches-Contact Points Damaged-Replace Component-1hr
FaultCode921,Electrical Components,Switches,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Switches-Electrical Specs Not Met-Replace Component-1hr
FaultCode922,Electrical Components,Switches,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Switches-Intermittent Operations-Replace Component-1hr
FaultCode923,Electrical Components,Switches,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Switches-Leads corroded/broken-Replace Component-1hr
FaultCode924,Electrical Components,Switches,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Switches-Mis-manufactured-Replace Component-1hr
FaultCode925,Electrical Components,Switches,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Switches-Other - Fill in Comments-Replace Component-1hr
FaultCode926,Electrical Components,Switches,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Switches-Shipment Damage-Replace Component-0hr
FaultCode927,Electrical Components,Terminal Options,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Terminal Options-Calibration changed/out of spec-Replace Component-1hr
FaultCode928,Electrical Components,Terminal Options,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Terminal Options-Contact Points Burned-Replace Component-1hr
FaultCode929,Electrical Components,Terminal Options,Contactor not pulling in-Replace Component-1hr,Active,Electrical Components-Terminal Options-Contactor not pulling in-Replace Component-1hr
FaultCode930,Electrical Components,Terminal Options,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Terminal Options-Electrical Component Failure-Replace Component-1hr
